steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,1.0,3,1.0,1,0.0
6,2,2.0,3,1.0,2,0.0
9,3,3.0,3,1.0,3,0.0
12,4,4.0,3,1.0,4,0.0
15,5,5.0,3,1.0,5,0.0
18,6,6.0,3,1.0,6,0.0
21,7,7.0,3,1.0,7,0.0
24,8,8.0,3,1.0,8,0.0
27,9,7.0,3,-1.0,8,2.0
30,10,6.0,3,-1.0,8,4.0
36,12,4.0,3,-1.0,8,8.0
42,14,2.0,3,-1.0,8,12.0
51,17,1.0,3,-1.0,9,16.0
60,20,2.0,3,-1.0,11,18.0
75,25,7.0,3,1.0,16,18.0
90,30,12.0,3,1.0,21,18.0
120,40,8.0,3,1.0,24,32.0
150,50,8.0,3,1.0,29,42.0
180,60,8.0,3,1.0,34,52.0
210,70,14.0,3,1.0,42,56.0
240,80,14.0,3,1.0,47,66.0
270,90,18.0,3,-1.0,54,72.0
300,100,16.0,3,-1.0,58,84.0
360,120,16.0,3,1.0,68,104.0
420,140,20.0,3,-1.0,80,120.0
510,170,22.0,3,1.0,96,148.0
600,200,22.0,3,-1.0,111,178.0
750,250,24.0,3,1.0,137,226.0
900,300,14.0,3,1.0,157,286.0
1200,400,18.0,3,-1.0,209,382.0
1500,500,28.0,3,-1.0,264,472.0
1800,600,20.0,3,-1.0,310,580.0
2100,700,38.0,3,-1.0,369,662.0
2400,800,18.0,3,-1.0,409,782.0
2700,900,14.0,3,-1.0,457,886.0
3000,1000,12.0,3,-1.0,506,988.0
3600,1200,12.0,3,-1.0,606,1188.0
4200,1400,14.0,3,-1.0,707,1386.0
5100,1700,40.0,3,1.0,870,1660.0
6000,2000,12.0,3,-1.0,1006,1988.0
7500,2500,18.0,3,1.0,1259,2482.0
9000,3000,16.0,3,-1.0,1508,2984.0
12000,4000,-36.0,3,-1.0,1982,4036.0
15000,5000,-18.0,3,-1.0,2491,5018.0
18000,6000,-20.0,3,1.0,2990,6020.0
21000,7000,-8.0,3,-1.0,3496,7008.0
24000,8000,-28.0,3,-1.0,3986,8028.0
27000,9000,-16.0,3,-1.0,4492,9016.0
30000,10000,66.0,3,-1.0,5033,9934.0
