steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
3,1,-1.0,3,-1.0,0,2.0
6,2,0.0,3,1.0,1,2.0
9,3,-1.0,3,-1.0,1,4.0
12,4,-2.0,3,-1.0,1,6.0
15,5,-1.0,3,1.0,2,6.0
18,6,-2.0,3,-1.0,2,8.0
21,7,-1.0,3,1.0,3,8.0
24,8,0.0,3,1.0,4,8.0
27,9,-1.0,3,-1.0,4,10.0
30,10,0.0,3,1.0,5,10.0
36,12,0.0,3,1.0,6,12.0
42,14,2.0,3,1.0,8,12.0
51,17,1.0,3,1.0,9,16.0
60,20,0.0,3,1.0,10,20.0
75,25,5.0,3,1.0,15,20.0
90,30,4.0,3,1.0,17,26.0
120,40,2.0,3,-1.0,21,38.0
150,50,-4.0,3,-1.0,23,54.0
180,60,-6.0,3,1.0,27,66.0
210,70,-8.0,3,-1.0,31,78.0
240,80,-8.0,3,1.0,36,88.0
270,90,-6.0,3,-1.0,42,96.0
300,100,-4.0,3,-1.0,48,104.0
360,120,-6.0,3,-1.0,57,126.0
420,140,-6.0,3,1.0,67,146.0
510,170,-12.0,3,-1.0,79,182.0
600,200,-16.0,3,1.0,92,216.0
750,250,-18.0,3,1.0,116,268.0
900,300,-12.0,3,1.0,144,312.0
1200,400,-24.0,3,-1.0,188,424.0
1500,500,-28.0,3,1.0,236,528.0
1800,600,-34.0,3,1.0,283,634.0
2100,700,-42.0,3,-1.0,329,742.0
2400,800,-40.0,3,-1.0,380,840.0
2700,900,-36.0,3,-1.0,432,936.0
3000,1000,-36.0,3,-1.0,482,1036.0
3600,1200,-24.0,3,-1.0,588,1224.0
4200,1400,-36.0,3,1.0,682,1436.0
5100,1700,-42.0,3,1.0,829,1742.0
6000,2000,-20.0,3,1.0,990,2020.0
7500,2500,26.0,3,1.0,1263,2474.0
9000,3000,12.0,3,-1.0,1506,2988.0
12000,4000,-10.0,3,-1.0,1995,4010.0
15000,5000,6.0,3,-1.0,2503,4994.0
18000,6000,20.0,3,1.0,3010,5980.0
21000,7000,40.0,3,-1.0,3520,6960.0
24000,8000,74.0,3,-1.0,4037,7926.0
27000,9000,48.0,3,-1.0,4524,8952.0
30000,10000,62.0,3,-1.0,5031,9938.0
