steps,episode,total_return,episode_len,episode_return
100,1,1.1,100,1.1
200,2,2.2,100,1.1
300,3,3.2,100,1.0
400,4,4.2,100,1.0
500,5,5.300000000000001,100,1.1
600,6,6.300000000000001,100,1.0
700,7,7.4,100,1.1
800,8,8.4,100,1.0
900,9,9.4,100,1.0
1000,10,10.4,100,1.0
1200,12,12.5,100,1.1
1400,14,14.6,100,1.1
1700,17,17.7,100,1.0
2000,20,20.8,100,1.1
2500,25,25.900000000000002,100,1.1
3000,30,31.000000000000004,100,1.1
4000,40,41.300000000000004,100,1.0
5000,50,52.000000000000014,100,1.1
6000,60,62.800000000000026,100,1.1
7000,70,73.4,100,1.1
8000,80,83.99999999999997,100,1.0
9000,90,94.69999999999993,100,1.1
10000,100,105.59999999999988,100,1.1
12000,120,127.39999999999978,100,1.1
14000,140,149.39999999999966,100,1.1
17000,170,182.2999999999995,100,1.1
20000,200,215.09999999999934,100,1.1
25000,250,269.99999999999943,100,1.1
30000,300,324.90000000000055,100,1.1
40000,400,434.8000000000028,100,1.1
50000,500,544.2000000000049,100,1.1
60000,600,653.500000000007,100,1.1
70000,700,763.4000000000093,100,1.1
80000,800,873.2000000000115,100,1.1
90000,900,983.0000000000138,100,1.1
100000,1000,1092.7000000000091,100,1.1
