steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
15,1,1.0,15,1.0,1,0.0
30,2,0.0,15,-1.0,1,2.0
45,3,1.0,15,1.0,2,2.0
60,4,0.0,15,-1.0,2,4.0
75,5,-1.0,15,-1.0,2,6.0
90,6,0.0,15,1.0,3,6.0
105,7,-1.0,15,-1.0,3,8.0
120,8,0.0,15,1.0,4,8.0
135,9,-1.0,15,-1.0,4,10.0
150,10,0.0,15,1.0,5,10.0
180,12,-2.0,15,-1.0,5,14.0
210,14,-2.0,15,-1.0,6,16.0
255,17,-1.0,15,-1.0,8,18.0
300,20,-4.0,15,-1.0,8,24.0
375,25,-5.0,15,1.0,10,30.0
450,30,-4.0,15,-1.0,13,34.0
600,40,-4.0,15,1.0,18,44.0
750,50,-4.0,15,-1.0,23,54.0
900,60,-6.0,15,1.0,27,66.0
1050,70,-8.0,15,1.0,31,78.0
1200,80,-10.0,15,-1.0,35,90.0
1350,90,-10.0,15,-1.0,40,100.0
1500,100,-8.0,15,-1.0,46,108.0
1800,120,-12.0,15,-1.0,54,132.0
2100,140,-4.0,15,1.0,68,144.0
2550,170,-2.0,15,1.0,84,172.0
3000,200,-6.0,15,1.0,97,206.0
3750,250,2.0,15,1.0,126,248.0
4500,300,-6.0,15,1.0,147,306.0
6000,400,6.0,15,-1.0,203,394.0
7500,500,-4.0,15,1.0,248,504.0
9000,600,-20.0,15,-1.0,290,620.0
10500,700,-28.0,15,1.0,336,728.0
12000,800,-26.0,15,-1.0,387,826.0
13500,900,-30.0,15,-1.0,435,930.0
15000,1000,-28.0,15,-1.0,486,1028.0
18000,1200,-24.0,15,1.0,588,1224.0
21000,1400,-50.0,15,1.0,675,1450.0
25500,1700,-62.0,15,-1.0,819,1762.0
30000,2000,-42.0,15,-1.0,979,2042.0
37500,2500,-68.0,15,-1.0,1216,2568.0
45000,3000,-92.0,15,-1.0,1454,3092.0
60000,4000,-34.0,15,1.0,1983,4034.0
75000,5000,-28.0,15,1.0,2486,5028.0
90000,6000,-10.0,15,1.0,2995,6010.0
105000,7000,8.0,15,-1.0,3504,6992.0
120000,8000,4.0,15,-1.0,4002,7996.0
135000,9000,-8.0,15,-1.0,4496,9008.0
150000,10000,-24.0,15,-1.0,4988,10024.0
