steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
15,1,1.0,15,1.0,1,0.0
30,2,2.0,15,1.0,2,0.0
45,3,3.0,15,1.0,3,0.0
60,4,4.0,15,1.0,4,0.0
75,5,5.0,15,1.0,5,0.0
90,6,4.0,15,-1.0,5,2.0
105,7,5.0,15,1.0,6,2.0
120,8,6.0,15,1.0,7,2.0
135,9,5.0,15,-1.0,7,4.0
150,10,4.0,15,-1.0,7,6.0
180,12,2.0,15,-1.0,7,10.0
210,14,2.0,15,1.0,8,12.0
255,17,5.0,15,1.0,11,12.0
300,20,8.0,15,1.0,14,12.0
375,25,11.0,15,1.0,18,14.0
450,30,10.0,15,1.0,20,20.0
600,40,10.0,15,-1.0,25,30.0
750,50,6.0,15,1.0,28,44.0
900,60,8.0,15,-1.0,34,52.0
1050,70,8.0,15,-1.0,39,62.0
1200,80,6.0,15,1.0,43,74.0
1350,90,-2.0,15,-1.0,44,92.0
1500,100,-4.0,15,-1.0,48,104.0
1800,120,-8.0,15,-1.0,56,128.0
2100,140,-6.0,15,1.0,67,146.0
2550,170,-4.0,15,1.0,83,174.0
3000,200,0.0,15,-1.0,100,200.0
3750,250,-4.0,15,-1.0,123,254.0
4500,300,2.0,15,-1.0,151,298.0
6000,400,-10.0,15,-1.0,195,410.0
7500,500,6.0,15,1.0,253,494.0
9000,600,4.0,15,1.0,302,596.0
10500,700,-6.0,15,-1.0,347,706.0
12000,800,-8.0,15,1.0,396,808.0
13500,900,-16.0,15,1.0,442,916.0
15000,1000,-14.0,15,-1.0,493,1014.0
18000,1200,-20.0,15,-1.0,590,1220.0
21000,1400,-12.0,15,-1.0,694,1412.0
25500,1700,18.0,15,1.0,859,1682.0
30000,2000,34.0,15,1.0,1017,1966.0
37500,2500,30.0,15,1.0,1265,2470.0
45000,3000,34.0,15,1.0,1517,2966.0
60000,4000,8.0,15,-1.0,2004,3992.0
75000,5000,-64.0,15,1.0,2468,5064.0
90000,6000,-30.0,15,-1.0,2985,6030.0
105000,7000,-20.0,15,-1.0,3490,7020.0
120000,8000,-42.0,15,1.0,3979,8042.0
135000,9000,-76.0,15,-1.0,4462,9076.0
150000,10000,-88.0,15,1.0,4956,10088.0
