steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,-1.0,7,-1.0,0,2.0
14,2,-2.0,7,-1.0,0,4.0
21,3,-3.0,7,-1.0,0,6.0
28,4,-2.0,7,1.0,1,6.0
35,5,-1.0,7,1.0,2,6.0
42,6,-2.0,7,-1.0,2,8.0
49,7,-3.0,7,-1.0,2,10.0
56,8,-4.0,7,-1.0,2,12.0
63,9,-5.0,7,-1.0,2,14.0
70,10,-6.0,7,-1.0,2,16.0
84,12,-6.0,7,-1.0,3,18.0
98,14,-6.0,7,-1.0,4,20.0
119,17,-7.0,7,-1.0,5,24.0
140,20,-6.0,7,1.0,7,26.0
175,25,-7.0,7,-1.0,9,32.0
210,30,-6.0,7,-1.0,12,36.0
280,40,-4.0,7,-1.0,18,44.0
350,50,-6.0,7,1.0,22,56.0
420,60,-10.0,7,-1.0,25,70.0
490,70,-6.0,7,1.0,32,76.0
560,80,-4.0,7,-1.0,38,84.0
630,90,-4.0,7,1.0,43,94.0
700,100,-8.0,7,-1.0,46,108.0
840,120,-6.0,7,1.0,57,126.0
980,140,-4.0,7,1.0,68,144.0
1190,170,4.0,7,1.0,87,166.0
1400,200,4.0,7,-1.0,102,196.0
1750,250,12.0,7,1.0,131,238.0
2100,300,24.0,7,1.0,162,276.0
2800,400,20.0,7,-1.0,210,380.0
3500,500,28.0,7,-1.0,264,472.0
4200,600,6.0,7,-1.0,303,594.0
4900,700,0.0,7,1.0,350,700.0
5600,800,10.0,7,-1.0,405,790.0
6300,900,10.0,7,-1.0,455,890.0
7000,1000,10.0,7,-1.0,505,990.0
8400,1200,24.0,7,-1.0,612,1176.0
9800,1400,22.0,7,1.0,711,1378.0
11900,1700,34.0,7,-1.0,867,1666.0
14000,2000,50.0,7,1.0,1025,1950.0
17500,2500,34.0,7,1.0,1267,2466.0
21000,3000,34.0,7,-1.0,1517,2966.0
28000,4000,58.0,7,-1.0,2029,3942.0
35000,5000,100.0,7,-1.0,2550,4900.0
42000,6000,124.0,7,1.0,3062,5876.0
49000,7000,124.0,7,-1.0,3562,6876.0
56000,8000,126.0,7,1.0,4063,7874.0
63000,9000,136.0,7,-1.0,4568,8864.0
70000,10000,134.0,7,-1.0,5067,9866.0
