steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
41,1,-1.0,41,-1.0,0,2.0
82,2,-2.0,41,-1.0,0,4.0
123,3,-3.0,41,-1.0,0,6.0
164,4,-4.0,41,-1.0,0,8.0
205,5,-3.0,41,1.0,1,8.0
246,6,-4.0,41,-1.0,1,10.0
287,7,-3.0,41,1.0,2,10.0
328,8,-2.0,41,1.0,3,10.0
369,9,-1.0,41,1.0,4,10.0
410,10,0.0,41,1.0,5,10.0
492,12,-2.0,41,-1.0,5,14.0
574,14,-4.0,41,-1.0,5,18.0
697,17,-5.0,41,-1.0,6,22.0
820,20,-4.0,41,-1.0,8,24.0
1025,25,-7.0,41,1.0,9,32.0
1230,30,-6.0,41,1.0,12,36.0
1640,40,-4.0,41,-1.0,18,44.0
2050,50,2.0,41,1.0,26,48.0
2460,60,0.0,41,-1.0,30,60.0
2870,70,2.0,41,-1.0,36,68.0
3280,80,2.0,41,1.0,41,78.0
3690,90,0.0,41,1.0,45,90.0
4100,100,2.0,41,-1.0,51,98.0
4920,120,0.0,41,-1.0,60,120.0
5740,140,-6.0,41,-1.0,67,146.0
6970,170,-14.0,41,-1.0,78,184.0
8200,200,-6.0,41,1.0,97,206.0
10250,250,8.0,41,1.0,129,242.0
12300,300,16.0,41,-1.0,158,284.0
16400,400,40.0,41,1.0,220,360.0
20500,500,34.0,41,-1.0,267,466.0
24600,600,24.0,41,1.0,312,576.0
28700,700,14.0,41,-1.0,357,686.0
32800,800,14.0,41,1.0,407,786.0
36900,900,14.0,41,-1.0,457,886.0
41000,1000,16.0,41,-1.0,508,984.0
49200,1200,26.0,41,1.0,613,1174.0
57400,1400,38.0,41,-1.0,719,1362.0
69700,1700,48.0,41,1.0,874,1652.0
82000,2000,54.0,41,1.0,1027,1946.0
102500,2500,36.0,41,1.0,1268,2464.0
123000,3000,72.0,41,1.0,1536,2928.0
164000,4000,96.0,41,1.0,2048,3904.0
205000,5000,94.0,41,1.0,2547,4906.0
246000,6000,82.0,41,1.0,3041,5918.0
287000,7000,78.0,41,1.0,3539,6922.0
328000,8000,98.0,41,-1.0,4049,7902.0
369000,9000,120.0,41,-1.0,4560,8880.0
410000,10000,136.0,41,1.0,5068,9864.0
