steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,-1.0,7,-1.0,0,2.0
14,2,0.0,7,1.0,1,2.0
21,3,1.0,7,1.0,2,2.0
28,4,0.0,7,-1.0,2,4.0
35,5,1.0,7,1.0,3,4.0
42,6,2.0,7,1.0,4,4.0
49,7,3.0,7,1.0,5,4.0
56,8,2.0,7,-1.0,5,6.0
63,9,1.0,7,-1.0,5,8.0
70,10,0.0,7,-1.0,5,10.0
84,12,0.0,7,-1.0,6,12.0
98,14,0.0,7,1.0,7,14.0
119,17,-3.0,7,-1.0,7,20.0
140,20,-6.0,7,-1.0,7,26.0
175,25,-11.0,7,-1.0,7,36.0
210,30,-14.0,7,-1.0,8,44.0
280,40,-16.0,7,1.0,12,56.0
350,50,-18.0,7,-1.0,16,68.0
420,60,-18.0,7,1.0,21,78.0
490,70,-20.0,7,-1.0,25,90.0
560,80,-22.0,7,-1.0,29,102.0
630,90,-20.0,7,-1.0,35,110.0
700,100,-22.0,7,1.0,39,122.0
840,120,-20.0,7,1.0,50,140.0
980,140,-22.0,7,1.0,59,162.0
1190,170,-24.0,7,-1.0,73,194.0
1400,200,-30.0,7,-1.0,85,230.0
1750,250,-32.0,7,1.0,109,282.0
2100,300,-32.0,7,-1.0,134,332.0
2800,400,-42.0,7,-1.0,179,442.0
3500,500,-20.0,7,1.0,240,520.0
4200,600,-20.0,7,1.0,290,620.0
4900,700,-20.0,7,-1.0,340,720.0
5600,800,-10.0,7,1.0,395,810.0
6300,900,-10.0,7,-1.0,445,910.0
7000,1000,-10.0,7,-1.0,495,1010.0
8400,1200,-2.0,7,1.0,599,1202.0
9800,1400,-28.0,7,1.0,686,1428.0
11900,1700,-50.0,7,-1.0,825,1750.0
14000,2000,-48.0,7,-1.0,976,2048.0
17500,2500,-46.0,7,-1.0,1227,2546.0
21000,3000,-36.0,7,1.0,1482,3036.0
28000,4000,20.0,7,1.0,2010,3980.0
35000,5000,38.0,7,1.0,2519,4962.0
42000,6000,48.0,7,1.0,3024,5952.0
49000,7000,62.0,7,-1.0,3531,6938.0
56000,8000,30.0,7,-1.0,4015,7970.0
63000,9000,44.0,7,1.0,4522,8956.0
70000,10000,94.0,7,1.0,5047,9906.0
